83,83,1700,28,4,2-Day Shipping,Yes,Yes
84,84,706,40,4.1,Standard,Yes,Yes
85,85,593,32,4.4,Standard,Yes,Yes
86,86,2762,95,4.5,Next Day Air,Yes,Yes
87,87,1127,41,3.7,2-Day Shipping,Yes,Yes
88,88,2166,53,3.7,2-Day Shipping,Yes,Yes
89,89,3041,47,3.5,Free Shipping,Yes,Yes
90,90,1350,83,3.6,Next Day Air,Yes,Yes
91,91,1015,48,2.9,Express,Yes,Yes
92,92,1938,99,4.6,Standard,Yes,Yes
93,93,1302,87,4.4,2-Day Shipping,Yes,Yes
94,94,2918,62,4.5,Standard,Yes,Yes
95,95,2465,76,4.6,Free Shipping,Yes,Yes
96,96,2502,100,3.8,Free Shipping,Yes,Yes
97,97,838,73,3.6,Express,Yes,Yes
98,98,2191,92,4.8,Store Pickup,Yes,Yes
99,99,1457,67,2.6,Next Day Air,Yes,Yes
100,100,1215,40,3.7,Express,Yes,Yes
101,101,2778,98,2.7,Express,Yes,Yes
102,102,619,85,4.6,Express,Yes,Yes
103,103,2634,67,4.8,Next Day Air,Yes,Yes
104,104,400,89,4,Next Day Air,Yes,Yes
105,105,2746,24,4.4,2-Day Shipping,Yes,Yes
106,106,36,96,3.6,Next Day Air,Yes,Yes
107,107,1267,35,3.7,Standard,Yes,Yes
108,108,2500,67,3.1,Next Day Air,Yes,Yes
109,109,2626,79,3.4,Next Day Air,Yes,Yes
110,110,3054,85,2.6,Next Day Air,Yes,Yes
111,111,31,26,4,Standard,Yes,Yes
112,112,136,75,5,Free Shipping,Yes,Yes
113,113,816,65,4.3,Free Shipping,Yes,Yes
114,114,1002,54,3.1,Next Day Air,Yes,Yes
115,115,579,95,3.7,Store Pickup,Yes,Yes
116,116,2410,94,3.8,Standard,Yes,Yes
117,117,2200,86,3.4,Free Shipping,Yes,Yes
118,118,1759,32,4.6,Express,Yes,Yes
119,119,2871,45,4.8,2-Day Shipping,Yes,Yes
120,120,552,76,4.3,Express,Yes,Yes
121,121,1009,84,4,Express,Yes,Yes
122,122,2291,72,4.2,Standard,Yes,Yes
123,123,5,40,4.8,2-Day Shipping,Yes,Yes
124,124,2852,89,3.1,Free Shipping,Yes,Yes
125,125,2900,86,3.1,Next Day Air,Yes,Yes
126,126,2281,54,3.6,Next Day Air,Yes,Yes
127,127,2252,36,3.9,Store Pickup,Yes,Yes
128,128,2901,89,4.8,Next Day Air,Yes,Yes
129,129,1900,32,4.7,Standard,Yes,Yes
130,130,744,67,4.2,2-Day Shipping,Yes,Yes
131,131,1882,39,3.7,Next Day Air,Yes,Yes
132,132,2369,29,3.9,Standard,Yes,Yes
133,133,64,58,4.7,2-Day Shipping,Yes,Yes
134,134,2933,65,2.5,Next Day Air,Yes,Yes
135,135,996,94,4.9,Store Pickup,Yes,Yes
136,136,1796,81,4.1,Express,Yes,Yes
137,137,326,86,3.3,Free Shipping,Yes,Yes
138,138,2557,43,4.7,Free Shipping,Yes,Yes
139,139,2418,29,4.4,Store Pickup,Yes,Yes
140,140,571,95,3.8,Store Pickup,Yes,Yes
141,141,2008,28,3.9,2-Day Shipping,Yes,Yes
142,142,822,46,4.9,Free Shipping,Yes,Yes
143,143,1265,58,3.1,Free Shipping,Yes,Yes
144,144,528,48,2.7,Store Pickup,Yes,Yes
145,145,2188,43,3.2,Express,Yes,Yes
146,146,1533,95,4.5,Standard,Yes,Yes
147,147,2447,30,4,Standard,Yes,Yes
148,148,2185,64,3.5,2-Day Shipping,Yes,Yes
149,149,796,90,2.6,Store Pickup,Yes,Yes
150,150,1685,76,3.2,Free Shipping,Yes,Yes
151,151,380,96,4.9,Standard,Yes,Yes
152,152,2751,47,4.5,Next Day Air,Yes,Yes
153,153,2079,85,4.3,Express,Yes,Yes
154,154,1167,55,3.2,Standard,Yes,Yes
155,155,665,98,3.6,Next Day Air,Yes,Yes
156,156,2697,77,4.3,Free Shipping,Yes,Yes
157,157,2282,26,4,Standard,Yes,Yes
158,158,1088,68,3,Next Day Air,Yes,Yes
159,159,2106,73,4.1,Standard,Yes,Yes
160,160,786,27,3.8,Store Pickup,Yes,Yes
161,161,809,23,4.6,Free Shipping,Yes,Yes
162,162,60,49,3,Express,Yes,Yes
163,163,2798,74,3,Store Pickup,Yes,Yes
164,164,2430,67,3.4,Standard,Yes,Yes
165,165,963,65,2.6,Free Shipping,Yes,Yes
166,166,970,60,2.8,Store Pickup,Yes,Yes
167,167,2589,31,4,Store Pickup,Yes,Yes
168,168,798,27,4,Express,Yes,Yes
169,169,2174,80,3,Express,Yes,Yes
170,170,1329,30,3.3,Standard,Yes,Yes
171,171,2037,25,2.6,Store Pickup,Yes,Yes
172,172,2270,35,3.6,Store Pickup,Yes,Yes
173,173,1535,67,3.9,Next Day Air,Yes,Yes
174,174,1062,46,3.4,Standard,Yes,Yes
175,175,2117,35,3.5,Express,Yes,Yes
176,176,525,86,2.8,Next Day Air,Yes,Yes
177,177,1,81,2.7,Next Day Air,Yes,Yes
178,178,1122,42,3.7,Next Day Air,Yes,Yes
179,179,2370,43,4.3,2-Day Shipping,Yes,Yes
180,180,451,31,4.9,Store Pickup,Yes,Yes
181,181,1737,81,3.3,Store Pickup,Yes,Yes
182,182,1634,61,4.7,Next Day Air,Yes,Yes
183,183,863,96,2.8,Store Pickup,Yes,Yes
184,184,2470,29,3.6,2-Day Shipping,Yes,Yes
185,185,2486,33,3,Express,Yes,Yes
186,186,3095,32,4.5,Store Pickup,Yes,Yes
187,187,89,56,2.9,Standard,Yes,Yes
188,188,2214,94,3.3,Store Pickup,Yes,Yes
189,189,1177,53,3.1,Express,Yes,Yes
190,190,300,82,4.4,Next Day Air,Yes,Yes
191,191,607,70,3,Free Shipping,Yes,Yes
192,192,1032,76,3.9,Free Shipping,Yes,Yes
193,193,2144,29,2.9,Express,Yes,Yes
194,194,217,100,3,Standard,Yes,Yes
195,195,61,94,3.1,Express,Yes,Yes
196,196,1295,25,4.3,Free Shipping,Yes,Yes
197,197,431,88,3.9,Next Day Air,Yes,Yes
198,198,1889,78,3.2,2-Day Shipping,Yes,Yes
199,199,1534,45,4.8,Standard,Yes,Yes
200,200,1094,73,3.8,Express,Yes,Yes
201,201,732,61,3.3,Next Day Air,Yes,Yes
202,202,328,22,4.3,Free Shipping,Yes,Yes
203,203,1000,38,2.7,Express,Yes,Yes
204,204,1954,38,3.2,Next Day Air,Yes,Yes
205,205,2561,100,4,Store Pickup,Yes,Yes
206,206,2059,64,3,Standard,Yes,Yes
207,207,3008,55,4.2,Free Shipping,Yes,Yes
208,208,819,91,2.9,Express,Yes,Yes
209,209,2408,38,4.1,Store Pickup,Yes,Yes
210,210,1828,97,3.2,Store Pickup,Yes,Yes
211,211,1260,22,3,2-Day Shipping,Yes,Yes
212,212,2371,92,4.2,2-Day Shipping,Yes,Yes
213,213,872,84,4.2,Express,Yes,Yes
214,214,884,93,4.4,Store Pickup,Yes,Yes
215,215,1232,50,4.2,Next Day Air,Yes,Yes
216,216,1945,64,2.8,2-Day Shipping,Yes,Yes
217,217,2263,61,3.7,Free Shipping,Yes,Yes
218,218,2791,48,3.5,Next Day Air,Yes,Yes
219,219,3069,45,2.9,Store Pickup,Yes,Yes
220,220,154,88,3,Free Shipping,Yes,Yes
221,221,2570,57,3.7,Express,Yes,Yes
222,222,1098,68,4.4,Store Pickup,Yes,Yes
223,223,854,94,4.5,2-Day Shipping,Yes,Yes
224,224,1679,41,4.8,Free Shipping,Yes,Yes
225,225,2687,83,2.9,Free Shipping,Yes,Yes
226,226,1300,22,3.2,Next Day Air,Yes,Yes
227,227,2147,74,3.3,Free Shipping,Yes,Yes
228,228,1415,90,4.2,Standard,Yes,Yes
229,229,2681,79,2.9,Store Pickup,Yes,Yes
230,230,1831,28,4.6,Next Day Air,Yes,Yes
231,231,1870,88,4.1,Standard,Yes,Yes
232,232,280,26,3.1,2-Day Shipping,Yes,Yes
233,233,1480,27,4.2,Express,Yes,Yes
234,234,2979,83,4.5,Next Day Air,Yes,Yes
235,235,847,39,3.7,Next Day Air,Yes,Yes
236,236,2765,89,3.7,Free Shipping,Yes,Yes
237,237,505,68,3.4,Next Day Air,Yes,Yes
238,238,659,90,3,Store Pickup,Yes,Yes
239,239,2424,34,4.2,Free Shipping,Yes,Yes
240,240,1631,51,2.9,Express,Yes,Yes
241,241,2976,45,3.5,Free Shipping,Yes,Yes
242,242,1176,88,4.1,Free Shipping,Yes,Yes
243,243,501,85,4.3,Store Pickup,Yes,Yes
244,244,1522,100,2.8,2-Day Shipping,Yes,Yes
245,245,205,42,4.9,2-Day Shipping,Yes,Yes
246,246,1734,53,3.3,Next Day Air,Yes,Yes
247,247,2837,86,3.2,Express,Yes,Yes
248,248,2965,66,4.4,Standard,Yes,Yes
249,249,151,100,4.8,Express,Yes,Yes
250,250,965,47,4.2,Standard,Yes,Yes
251,251,2354,25,4,Express,Yes,Yes
252,252,978,51,2.5,Standard,Yes,Yes
253,253,2309,41,3.9,Free Shipping,Yes,Yes
254,254,382,73,4.9,2-Day Shipping,Yes,Yes
255,255,2803,42,3.5,Store Pickup,Yes,Yes
256,256,1898,20,4.2,Free Shipping,Yes,Yes
257,257,1590,30,4.7,Express,Yes,Yes
258,258,938,53,4.5,Express,Yes,Yes
259,259,840,74,2.8,Express,Yes,Yes
260,260,1392,57,2.9,Standard,Yes,Yes
261,261,1080,57,3.2,2-Day Shipping,Yes,Yes
262,262,1368,77,4.9,Standard,Yes,Yes
263,263,1677,40,3.7,Next Day Air,Yes,Yes
264,264,2298,46,4.3,Store Pickup,Yes,Yes
265,265,1688,78,3.9,Store Pickup,Yes,Yes
266,266,45,59,3.2,2-Day Shipping,Yes,Yes
267,267,1487,75,3.1,Express,Yes,Yes
268,268,2909,54,3.9,2-Day Shipping,Yes,Yes
269,269,2158,42,2.6,Store Pickup,Yes,Yes
270,270,286,44,3.3,Next Day Air,Yes,Yes
271,271,1452,52,4.6,Free Shipping,Yes,Yes
272,272,2848,69,4.6,Express,Yes,Yes
273,273,1490,26,4.4,2-Day Shipping,Yes,Yes
274,274,599,33,4.2,Express,Yes,Yes
275,275,1509,32,3,Express,Yes,Yes
276,276,104,85,4,Express,Yes,Yes
277,277,2478,30,3.5,Express,Yes,Yes
278,278,2029,29,3,Store Pickup,Yes,Yes
279,279,2911,95,3.7,Express,Yes,Yes
280,280,2512,69,4,Standard,Yes,Yes
281,281,1823,69,4.2,2-Day Shipping,Yes,Yes
282,282,227,61,2.5,Standard,Yes,Yes
283,283,2436,94,3,2-Day Shipping,Yes,Yes
284,284,2954,30,3.2,Next Day Air,Yes,Yes
285,285,2431,45,3.5,Standard,Yes,Yes
286,286,986,39,4.8,Express,Yes,Yes
287,287,1469,51,2.6,Store Pickup,Yes,Yes
288,288,1859,37,3.4,2-Day Shipping,Yes,Yes
289,289,3033,62,3.7,2-Day Shipping,Yes,Yes
290,290,574,85,4.5,2-Day Shipping,Yes,Yes
291,291,3029,33,3.7,Standard,Yes,Yes
292,292,747,26,3.3,Next Day Air,Yes,Yes
293,293,2167,99,4.7,Free Shipping,Yes,Yes
294,294,943,39,2.7,Express,Yes,Yes
295,295,2408,20,4.6,Store Pickup,Yes,Yes
296,296,2771,42,2.7,Store Pickup,Yes,Yes
297,297,1826,74,4.8,2-Day Shipping,Yes,Yes
298,298,2228,26,4.4,Standard,Yes,Yes
299,299,3033,53,4,Standard,Yes,Yes
300,300,2543,80,3.2,Next Day Air,Yes,Yes
301,301,1059,98,4.4,Store Pickup,Yes,Yes
302,302,2412,95,3.8,Standard,Yes,Yes
303,303,2870,44,3.6,Express,Yes,Yes
304,304,1807,60,3.3,Next Day Air,Yes,Yes
305,305,680,84,3.4,Next Day Air,Yes,Yes
306,306,2924,59,3.5,2-Day Shipping,Yes,Yes
307,307,1341,49,3.6,Express,Yes,Yes
308,308,810,32,3.2,Free Shipping,Yes,Yes
309,309,897,29,3.7,Standard,Yes,Yes
310,310,713,22,4.5,Standard,Yes,Yes
311,311,1641,85,4.6,Standard,Yes,Yes
312,312,1380,52,4.1,Store Pickup,Yes,Yes
313,313,1604,89,3.4,Next Day Air,Yes,Yes
314,314,695,77,3.7,Express,Yes,Yes
315,315,1669,24,3.3,Store Pickup,Yes,Yes
316,316,1583,24,4.5,Express,Yes,Yes
317,317,906,22,3.3,Free Shipping,Yes,Yes
318,318,2882,82,4.3,Standard,Yes,Yes
319,319,28,67,2.5,Standard,Yes,Yes
320,320,2351,74,2.6,Standard,Yes,Yes
321,321,1487,72,4.9,Standard,Yes,Yes
322,322,2501,36,4.7,Free Shipping,Yes,Yes
323,323,198,95,3,Standard,Yes,Yes
324,324,1175,78,3.5,Next Day Air,Yes,Yes
325,325,2042,82,4.8,Standard,Yes,Yes
326,326,1641,70,4.3,Free Shipping,Yes,Yes
327,327,1929,41,3.2,Store Pickup,Yes,Yes
328,328,563,42,3.1,Free Shipping,Yes,Yes
329,329,574,50,2.8,Free Shipping,Yes,Yes
330,330,2707,31,2.9,2-Day Shipping,Yes,Yes
331,331,2889,51,3.7,Express,Yes,Yes
332,332,1975,98,3.3,Store Pickup,Yes,Yes
333,333,2039,86,2.8,2-Day Shipping,Yes,Yes
334,334,2927,64,4.5,Standard,Yes,Yes
335,335,296,46,2.6,Next Day Air,Yes,Yes
336,336,2866,85,3.7,Standard,Yes,Yes
337,337,1075,81,4.4,Express,Yes,Yes
338,338,2898,59,4.3,2-Day Shipping,Yes,Yes
339,339,1185,79,3.5,Express,Yes,Yes
340,340,2304,33,3.8,2-Day Shipping,Yes,Yes
341,341,2235,47,3.5,Express,Yes,Yes
342,342,1070,20,4.6,Store Pickup,Yes,Yes
343,343,551,36,2.6,Next Day Air,Yes,Yes
344,344,1798,39,4.4,Next Day Air,Yes,Yes
345,345,2405,71,4,Standard,Yes,Yes
346,346,2211,59,4.4,Next Day Air,Yes,Yes
347,347,1386,50,4.7,Next Day Air,Yes,Yes
348,348,1753,41,3.9,Store Pickup,Yes,Yes
349,349,277,59,2.7,Free Shipping,Yes,Yes
350,350,1035,87,3.7,2-Day Shipping,Yes,Yes
351,351,2931,68,2.6,2-Day Shipping,Yes,Yes
352,352,2437,90,3.9,Standard,Yes,Yes
353,353,1459,71,4.9,Next Day Air,Yes,Yes
354,354,2516,64,4.1,Store Pickup,Yes,Yes
355,355,1558,76,3,Free Shipping,Yes,Yes
356,356,1579,42,4.1,2-Day Shipping,Yes,Yes
357,357,1592,80,3.8,Standard,Yes,Yes
358,358,171,56,4,Standard,Yes,Yes
359,359,1098,25,3.6,Express,Yes,Yes
360,360,2546,74,3,Store Pickup,Yes,Yes
361,361,1677,30,3,Standard,Yes,Yes
362,362,3057,96,2.6,Free Shipping,Yes,Yes
363,363,2525,64,3.4,Free Shipping,Yes,Yes
364,364,2265,88,3.1,Free Shipping,Yes,Yes
365,365,2118,88,3,Free Shipping,Yes,Yes
366,366,855,88,3.7,Standard,Yes,Yes
367,367,2678,36,3.5,Store Pickup,Yes,Yes
368,368,738,40,2.8,Store Pickup,Yes,Yes
369,369,907,39,4.5,Standard,Yes,Yes
370,370,183,40,3.3,Store Pickup,Yes,Yes
371,371,1913,34,3.4,Express,Yes,Yes
372,372,2576,83,3.2,2-Day Shipping,Yes,Yes
373,373,2873,85,3.7,Standard,Yes,Yes
374,374,526,27,4.6,Express,Yes,Yes
375,375,1564,78,5,Store Pickup,Yes,Yes
376,376,2782,32,4.4,Standard,Yes,Yes
377,377,2205,51,4.9,Express,Yes,Yes
378,378,1923,32,4.1,Standard,Yes,Yes
379,379,642,62,4.9,Next Day Air,Yes,Yes
380,380,3068,29,4.7,2-Day Shipping,Yes,Yes
381,381,100,69,3,Store Pickup,Yes,Yes
382,382,1473,25,3.4,Store Pickup,Yes,Yes
383,383,1405,76,3.2,Store Pickup,Yes,Yes
384,384,2818,77,2.9,Standard,Yes,Yes
385,385,2886,33,4.5,2-Day Shipping,Yes,Yes
386,386,2337,93,2.7,Next Day Air,Yes,Yes
387,387,1463,39,3.4,Express,Yes,Yes
388,388,519,93,4.6,Store Pickup,Yes,Yes
389,389,931,82,2.7,Store Pickup,Yes,Yes
390,390,398,42,4.2,Standard,Yes,Yes
391,391,801,71,3.2,2-Day Shipping,Yes,Yes
392,392,2861,86,4.8,Standard,Yes,Yes
393,393,3084,82,3.3,Next Day Air,Yes,Yes
394,394,2130,65,4.2,Standard,Yes,Yes
395,395,1888,29,4.8,Store Pickup,Yes,Yes
396,396,2485,65,4.9,Store Pickup,Yes,Yes
397,397,715,88,3.9,Standard,Yes,Yes
398,398,160,46,3,Free Shipping,Yes,Yes
399,399,470,67,4.6,Free Shipping,Yes,Yes
400,400,1858,35,3.5,2-Day Shipping,Yes,Yes
401,401,425,66,4.8,Free Shipping,Yes,Yes
402,402,3001,91,4.8,Standard,Yes,Yes
403,403,6,78,3,Express,Yes,Yes
404,404,2548,45,4.5,Next Day Air,Yes,Yes
405,405,3027,93,4.8,Store Pickup,Yes,Yes
406,406,1437,74,3.8,Standard,Yes,Yes
407,407,811,55,4.6,Express,Yes,Yes
408,408,1225,76,3.1,Next Day Air,Yes,Yes
409,409,2514,66,3.4,Express,Yes,Yes
410,410,2272,51,3.3,2-Day Shipping,Yes,Yes
411,411,2865,26,4.8,2-Day Shipping,Yes,Yes
412,412,1397,29,2.8,Express,Yes,Yes
413,413,1326,74,3.1,Store Pickup,Yes,Yes
414,414,1570,99,4.6,Free Shipping,Yes,Yes
415,415,25,88,2.6,Store Pickup,Yes,Yes
416,416,547,31,2.6,Express,Yes,Yes
417,417,130,55,3.8,Free Shipping,Yes,Yes
418,418,1728,81,4.5,Free Shipping,Yes,Yes
419,419,2878,73,3,Standard,Yes,Yes
420,420,2335,91,3.5,Free Shipping,Yes,Yes
421,421,2698,54,3.8,Free Shipping,Yes,Yes
422,422,2068,40,3.5,Standard,Yes,Yes
423,423,1668,59,3.1,Store Pickup,Yes,Yes
424,424,1878,26,3,Store Pickup,Yes,Yes
425,425,2899,23,4.3,Standard,Yes,Yes
426,426,1439,87,3.3,Store Pickup,Yes,Yes
427,427,1684,71,4.7,Express,Yes,Yes
428,428,2,91,4.5,Store Pickup,Yes,Yes
429,429,611,64,2.9,Free Shipping,Yes,Yes
430,430,1775,94,4.1,2-Day Shipping,Yes,Yes
431,431,2017,40,3.5,Store Pickup,Yes,Yes
432,432,995,76,3.4,Store Pickup,Yes,Yes
433,433,2083,86,3.3,Free Shipping,Yes,Yes
434,434,2420,92,3.2,Store Pickup,Yes,Yes
435,435,2138,52,4,Store Pickup,Yes,Yes
436,436,618,28,3.6,Next Day Air,Yes,Yes
437,437,1601,46,4.6,Free Shipping,Yes,Yes
438,438,1525,50,2.6,Next Day Air,Yes,Yes
439,439,188,23,4.3,Express,Yes,Yes
440,440,1320,50,3.4,Free Shipping,Yes,Yes
441,441,2101,89,3.5,Store Pickup,Yes,Yes
442,442,1167,81,4.2,Standard,Yes,Yes
443,443,2780,69,3.5,Store Pickup,Yes,Yes
444,444,2776,67,3.6,Free Shipping,Yes,Yes
445,445,699,20,4.3,Store Pickup,Yes,Yes
446,446,436,29,4.9,Standard,Yes,Yes
447,447,2058,74,4.1,Store Pickup,Yes,Yes
448,448,2336,82,3.6,Standard,Yes,Yes
449,449,830,23,3.4,Next Day Air,Yes,Yes
450,450,1479,45,2.9,2-Day Shipping,Yes,Yes
451,451,374,21,2.7,Store Pickup,Yes,Yes
452,452,1527,31,4.3,Express,Yes,Yes
453,453,1683,45,3.3,Express,Yes,Yes
454,454,1584,56,2.8,Next Day Air,Yes,Yes
455,455,1329,97,3.2,Next Day Air,Yes,Yes
456,456,359,100,3.6,Store Pickup,Yes,Yes
457,457,334,96,4,2-Day Shipping,Yes,Yes
458,458,783,99,4.9,Next Day Air,Yes,Yes
459,459,2234,91,4,2-Day Shipping,Yes,Yes
460,460,988,30,3.8,Standard,Yes,Yes
461,461,2142,65,3.7,Store Pickup,Yes,Yes
462,462,457,93,3.9,Express,Yes,Yes
463,463,1323,81,3.3,Express,Yes,Yes
464,464,1560,81,2.7,Standard,Yes,Yes
465,465,2795,52,4.7,Next Day Air,Yes,Yes
466,466,2428,88,2.8,Next Day Air,Yes,Yes
467,467,1385,24,4.6,Free Shipping,Yes,Yes
468,468,93,51,4.5,2-Day Shipping,Yes,Yes
469,469,95,38,5,Free Shipping,Yes,Yes
470,470,2251,46,4.1,2-Day Shipping,Yes,Yes
471,471,652,63,4.6,Express,Yes,Yes
472,472,1973,72,4.9,2-Day Shipping,Yes,Yes
473,473,1360,39,3.9,Free Shipping,Yes,Yes
474,474,512,42,3.9,Store Pickup,Yes,Yes
475,475,2971,76,2.6,2-Day Shipping,Yes,Yes
476,476,2496,66,2.7,Free Shipping,Yes,Yes
477,477,1908,90,3.5,Free Shipping,Yes,Yes
478,478,2902,56,3.7,Free Shipping,Yes,Yes
479,479,1589,43,3.2,Free Shipping,Yes,Yes
480,480,896,84,3.3,Store Pickup,Yes,Yes
481,481,1159,88,4.8,Standard,Yes,Yes
482,482,1005,88,3.2,2-Day Shipping,Yes,Yes
483,483,191,42,2.5,2-Day Shipping,Yes,Yes
484,484,1187,73,3.9,Store Pickup,Yes,Yes
485,485,999,73,4.7,Free Shipping,Yes,Yes
486,486,2200,44,2.6,Next Day Air,Yes,Yes
487,487,1771,63,2.8,Store Pickup,Yes,Yes
488,488,1259,68,4.4,Store Pickup,Yes,Yes
489,489,2869,29,4.6,Standard,Yes,Yes
490,490,2651,85,3.2,Standard,Yes,Yes
491,491,2555,42,4.2,2-Day Shipping,Yes,Yes
492,492,559,69,3.7,2-Day Shipping,Yes,Yes
493,493,2011,62,3.9,Standard,Yes,Yes
494,494,108,48,4.7,Store Pickup,Yes,Yes
495,495,428,68,4.5,Express,Yes,Yes
496,496,977,36,3.3,Free Shipping,Yes,Yes
497,497,726,63,3.3,Express,Yes,Yes
498,498,2579,39,4.6,Free Shipping,Yes,Yes
499,499,430,78,3.6,Free Shipping,Yes,Yes
500,500,2141,99,4.8,Express,Yes,Yes
501,501,3005,31,4.8,Next Day Air,Yes,Yes
502,502,420,45,2.9,Next Day Air,Yes,Yes
503,503,1690,30,2.8,Express,Yes,Yes
504,504,2171,24,3.2,Next Day Air,Yes,Yes
505,505,2178,22,3.9,Free Shipping,Yes,Yes
506,506,2988,63,4.3,Express,Yes,Yes
507,507,1912,40,2.7,2-Day Shipping,Yes,Yes
508,508,2285,20,5,Store Pickup,Yes,Yes
509,509,1572,20,3.7,Store Pickup,Yes,Yes
510,510,2984,80,3.9,Free Shipping,Yes,Yes
511,511,2060,87,3.9,2-Day Shipping,Yes,Yes
512,512,2008,46,3.1,Free Shipping,Yes,Yes
513,513,764,49,3.3,Next Day Air,Yes,Yes
514,514,1917,65,3.6,Store Pickup,Yes,Yes
515,515,2459,62,4.3,Standard,Yes,Yes
516,516,994,67,4.5,Next Day Air,Yes,Yes
517,517,1120,41,2.8,2-Day Shipping,Yes,Yes
518,518,401,49,2.7,Free Shipping,Yes,Yes
519,519,277,100,2.9,Next Day Air,Yes,Yes
520,520,116,54,4.4,2-Day Shipping,Yes,Yes
521,521,2802,84,3.9,Free Shipping,Yes,Yes
522,522,2243,41,3.5,Standard,Yes,Yes
523,523,783,88,2.5,Store Pickup,Yes,Yes
524,524,1791,40,4.9,Express,Yes,Yes
525,525,2023,39,4.8,Free Shipping,Yes,Yes
